Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Treatment,Low Value,,330.2808366,66.51947,71.81555105,No
Treatment,Low Value,231.0633015,353.5181187,53.08808215,,Yes
Treatment,Medium Value,183.8405162,280.9725518,57.29309436,63.40993359,
Treatment,,295.6747803,453.6807901,81.02250572,78.92587509,Yes
Control,Medium Value,201.0513335,230.9457407,79.59086911,96.61925931,Yes
Treatment,Medium Value,178.628841,276.4748449,69.19869947,73.92144865,No
Treatment,Low Value,218.792108,345.6348743,51.74663369,,No
Treatment,Low Value,139.0002706,220.9890346,70.24902619,59.91340768,No
Treatment,Low Value,129.221733,,58.78563024,71.9268548,
Treatment,,175.2405188,266.1891162,72.30608667,67.27667915,Yes
Treatment,Medium Value,183.4714719,,78.99514957,100,Yes
Treatment,,238.1758293,372.1088936,66.31657825,70.37693552,Yes
,Low Value,135.4723023,160.9046169,,56.15153807,No
,Medium Value,241.1541093,289.8608421,99.68452192,98.30524057,No
Control,High Value,285.9167774,351.3289891,100,100,Yes
Control,Low Value,267.6753502,317.6221483,52.03404002,56.75032423,Yes
Control,,,208.0802203,68.75835864,76,Yes
Control,Low Value,179.6972482,209.253546,50.98470398,,No
Treatment,Medium Value,319.3713588,494.3374087,94.68899501,99.36828894,Yes
Treatment,Low Value,262.5089197,400.9091944,51.95560446,50.34728351,No
Control,Low Value,187.8476679,226.0800926,59.19247986,68.13310731,No
Treatment,Low Value,245.8345098,384.0352929,58.5434504,60.60056832,No
Control,Low Value,202.4828528,246.6397554,52.30324703,46.22435146,No
Treatment,,196.7332663,311.7183073,57.3733623,58.60808234,Yes
Treatment,High Value,386.0083234,574.5364058,100,96.54437884,Yes
Treatment,High Value,306.5168021,,,100,Yes
Treatment,Low Value,,428.7230267,57.32066389,71.21515257,No
,Low Value,144.2412746,212.4861811,60.00845177,76,
Treatment,Low Value,283.8734032,437.9408929,47.10269,,Yes
Control,Low Value,185.1385884,214.440739,,57.01565317,No
Control,Medium Value,213.2495128,,82.84331502,87.95464592,No
,Medium Value,235.595143,375.8922922,71.17635895,79.12500583,Yes
Control,Medium Value,252.8359741,307.1219854,,68.87868185,No
Treatment,,294.8874315,454.8059154,68.67615972,67.6086319,Yes
Control,Low Value,242.1202946,282.2473573,57.00010594,56.38104406,No
Treatment,Medium Value,187.4086299,290.1355367,71.75227255,67.43599706,
Control,Low Value,153.518241,,55.49492919,,Yes
Treatment,Low Value,179.7875183,280.8579359,53.70976823,48.03959807,Yes
Control,High Value,228.2425613,273.6256496,100,100,No
Treatment,High Value,244.7304175,366.1508556,77.23244293,65.57025337,Yes
Control,Medium Value,288.6968393,350.9383322,68.09379427,67.55628607,No
Treatment,Medium Value,222.7356034,337.901207,64.63096502,56.93388476,No
Treatment,High Value,380.1004017,579.6247741,73.24060381,93.32764247,Yes
Treatment,High Value,323.6112612,501.0887505,89.35544903,100,Yes
Control,Low Value,186.1486734,212.7706096,45.69844277,,No
Control,Low Value,116.6700206,131.9051546,55.68939414,54.40787384,Yes
Control,Medium Value,342.3774521,409.3077628,75.35684173,89.81466737,Yes
Treatment,Medium Value,199.1139537,302.2117088,,71.29561578,Yes
Control,High Value,290.1205551,353.6122889,96.70116973,,No
,Medium Value,193.9163497,285.3007873,49.03906289,38.49570967,No
Control,Low Value,269.4045655,320.4870947,66.84340437,60.20566582,Yes
Control,High Value,288.2856729,348.6272218,89.1917604,100,
Control,,158.5631992,191.3320784,60.37412835,73.20109969,Yes
Control,,125.7702787,142.1704243,,79.60615573,Yes
Treatment,High Value,255.6881591,,76.02641484,87.90525001,Yes
Control,Low Value,226.9612872,258.6858481,57.5475056,71.7024402,Yes
Control,Medium Value,255.5501305,302.7011997,,69.57041063,No
Treatment,,184.4170651,290.1832781,61.17317173,,Yes
Treatment,Medium Value,181.9417738,288.6759847,76.23889717,62.02919876,No
Control,Medium Value,,136.0430616,78.28125182,81.74421121,Yes
Control,,173.9872131,206.2105568,59.85869016,66.62767067,No
Treatment,High Value,155.5620894,244.2880622,91.35571583,100,Yes
Treatment,Low Value,,259.6572287,55.96808424,65.84911914,No
Treatment,Medium Value,243.213746,365.0005705,89.1109607,73.68972794,No
Control,Medium Value,234.3361616,266.8909514,65.20116758,59.99500711,Yes
,Low Value,172.0989296,199.5036967,61.0875916,64.18966534,Yes
Control,High Value,253.9597968,296.863679,97.48670877,100,No
Treatment,Low Value,267.6242007,407.6240133,44.79703186,,Yes
Treatment,Low Value,185.4761924,298.2976097,44.21816257,42.17775424,No
Treatment,Low Value,141.5008401,220.3101217,56.08631327,66.43906523,Yes
Control,High Value,286.3716675,337.5518752,69.88937228,,Yes
Treatment,Low Value,238.9981531,366.8217392,,29.93800869,Yes
Control,Low Value,160.6651738,188.5041194,76,76,Yes
Treatment,Medium Value,,288.4133224,,92.45150995,Yes
Control,Low Value,100.2238507,110.9102676,61.5905802,75.50345757,Yes
Control,Medium Value,,230.3689885,74.00345887,87.33761654,No
,Medium Value,177.115818,271.1795403,95.67808543,99.2885954,No
,Medium Value,144.3898879,152.5642797,,,No
Treatment,High Value,,322.2644557,97.15765065,,No
Control,Medium Value,122.2065417,148.3762122,31.23647807,28.6914222,No
,Low Value,107.3375977,168.6862073,32.93402458,36.26187851,Yes
Treatment,Low Value,,269.6322059,,41.95633461,Yes
Control,Medium Value,297.6350256,352.7085543,79.84545394,91.34588799,No
Treatment,Medium Value,235.2444839,351.5233221,62.5448558,61.88626599,Yes
Control,Low Value,,266.7515558,51.41721876,,
Treatment,Medium Value,,471.7928044,,99.66202032,Yes
Treatment,High Value,294.8253904,460.2836276,92.14131281,100,No
Treatment,Medium Value,209.673805,329.6496143,61.52763445,60.05132114,No
,High Value,151.6534731,226.6909386,87.9028535,83.57970445,No
Control,High Value,212.6231579,240.7933089,93.15011294,98.28984897,Yes
,High Value,320.1895057,478.261143,,,Yes
Treatment,,261.9329474,412.7230828,77.41076268,61.21033463,No
Control,High Value,229.2074412,268.9700056,79.08401614,,No
Control,High Value,,,,59.13115763,
Control,Medium Value,218.0040489,250.7507793,,,
Control,High Value,210.2891618,254.3597591,,98.21915116,No
Control,Medium Value,199.6655885,239.5381059,72.83765924,68.28927102,Yes
Control,Low Value,170.6757226,,52.44862511,58.78921999,Yes
Treatment,High Value,268.8509757,405.8075371,100,100,No
,,168.0103039,198.9235382,80.66695356,62.60334397,Yes
Treatment,,268.1089741,400.4832225,39.26173693,40.96305794,No
,High Value,235.4988207,,92.09370741,99.24182744,No
Treatment,High Value,179.1905907,271.4289518,86.77935932,100,Yes
,Medium Value,,414.2762557,67.99731022,54.83320553,No
Treatment,Low Value,,399.5592742,40.69285895,44.74129985,Yes
,,374.1478329,450.4031549,38.05945104,55.06068833,Yes
Control,High Value,322.0526672,388.4625123,100,,Yes
Control,,195.5539909,237.5510909,89.74596383,100,Yes
,High Value,255.6609208,303.3314926,92.9784822,100,Yes
Treatment,High Value,380.4529278,587.4383878,82.97648222,76.1456765,No
Control,Low Value,164.1527873,189.8697812,44.22696327,53.0181098,Yes
Treatment,Low Value,136.0816993,203.7049487,50.2423492,60.12962663,No
Treatment,Medium Value,197.6409926,,,61.86922213,
Control,Medium Value,168.8944442,199.029741,77.28666432,82.25813581,No
Control,Medium Value,,231.3273108,74.88111721,,No
Control,,205.9146435,,98.26971887,100,Yes
Treatment,Medium Value,,379.544309,77.07377723,73.92144865,No
Control,Low Value,136.7438713,161.5449239,40.13546082,,
,Medium Value,240.9068116,378.3574268,64.86383466,89.07236409,No
Control,Medium Value,184.9010659,221.2952352,65.30752019,64.28584423,No
Treatment,Low Value,223.3645,347.4797382,56.25501757,,Yes
Control,Low Value,225.3612798,272.6566819,48.84871993,46.44661312,Yes
Control,High Value,287.0960735,341.8343026,94.00195203,100,Yes
Treatment,Low Value,236.3183488,,,67.25672073,No
Control,,170.1013942,205.4240728,52.54163921,64.70248652,Yes
Control,,,248.8120749,75.93350969,80.35449337,Yes
,Low Value,,302.9502898,,47.50351245,Yes
Control,High Value,261.2518533,301.1438432,91.534634,96.77550213,No
Control,Medium Value,263.9722801,308.1463727,75.17924585,81.56893808,No
Control,High Value,172.1732378,190.0661893,99.29871818,100,No
Control,Low Value,246.2374373,289.1735073,50.37695026,,Yes
Treatment,,128.5503323,189.9379773,81.22138198,73.33165412,No
Treatment,,152.1864013,231.0095648,92.66149708,100,No
Control,Low Value,,200.9120429,50.25145463,52.08069206,Yes
Control,Low Value,,261.6432847,,57.67157852,Yes
Control,Medium Value,252.7644686,299.8218866,71.64416941,66.64588993,
Treatment,,188.0247412,282.4723184,91.4568553,96.81873768,Yes
Treatment,Medium Value,,171.3556451,,82.30216296,No
Control,,239.1121915,289.5036172,62.7637348,63.31075613,Yes
Treatment,,271.1676907,406.4676794,95.6387341,96.2622971,
Control,High Value,253.1575532,291.8343521,,92.22648487,Yes
Control,,313.2658625,387.9609733,76.05135673,71.08916883,No
Control,Medium Value,,271.518018,66.10163699,,No
Control,Low Value,154.4045171,193.4205968,45.86937872,39.00284083,Yes
Treatment,High Value,316.7754751,485.7824484,97.3634326,100,Yes
Treatment,Medium Value,196.2061305,311.2327946,74.57631696,86.32566741,No
Control,,188.924729,224.8672535,66.10574457,69.22434581,Yes
Treatment,Medium Value,197.9325491,,80.53874099,96.29298203,Yes
Treatment,Low Value,156.8994049,234.038191,50.27892822,56.56794682,Yes
Control,High Value,218.6872051,243.3564933,76.36153628,90.49228376,Yes
Treatment,,,403.0590727,56.82223621,60.44249089,Yes
,Medium Value,172.3580912,207.3591089,69.68835419,95.49657342,No
Control,,276.7107415,327.9035356,65.40822413,96.07500095,No
Control,High Value,131.4369264,149.8222465,,,No
Control,,,381.2804159,75.4768517,43.60119588,No
Treatment,,306.5450864,481.0032777,64.32533459,65.34727324,Yes
Control,Medium Value,166.8601341,188.0532404,98.6445909,100,No
,Medium Value,220.0413925,341.2191339,62.30864185,79.94888195,No
Control,,281.1635301,323.2269567,97.01570621,96.51006117,No
Control,,,206.1151047,81.84532372,,Yes
Treatment,High Value,344.0104602,,100,100,No
Control,Medium Value,223.2945308,261.2926043,79.00121956,79.26028175,
Treatment,,171.4045327,260.7069302,59.23667996,,Yes
Treatment,Low Value,207.0603511,317.9500436,54.73221972,62.65589519,
Control,,177.5729611,212.6191065,87.00841698,94.10816662,No
Control,Low Value,,232.9901528,65.16112027,,
Control,,223.238199,254.7988017,100,100,
Control,Low Value,,188.8891343,66.52111646,72.16353576,No
Control,Low Value,230.7974213,280.6165716,,53.01850934,Yes
Control,High Value,153.2697809,181.2236493,,73.61249682,
Treatment,Low Value,280.9477858,437.2307375,49.02802396,47.6085346,No
Treatment,Low Value,,324.218708,59.46542974,65.9726932,Yes
Control,Medium Value,306.94608,370.8039363,73.8800667,63.38655445,
Treatment,High Value,298.2095493,449.3140831,94.22668927,,No
,High Value,,261.9585661,100,100,No
Control,Medium Value,215.9607651,245.2413262,68.88174305,60.76753282,No
,Medium Value,122.4617888,144.9380496,72.68378685,,Yes
,Low Value,156.7356783,244.493519,56.50743714,53.58052665,Yes
Control,Low Value,,220.7439481,53.75265069,,No
Treatment,Low Value,163.3038201,,,39.62409568,No
,Medium Value,197.7440815,239.4428346,67.89749244,82.75232762,Yes
Treatment,,199.41535,318.96627,76.25075648,90.41215897,No
Treatment,Low Value,287.1834665,442.5986524,62.36960365,76,No
,Medium Value,,345.3695661,64.61528035,82.06176925,No
Treatment,High Value,274.6054617,434.7601069,88.71993727,100,No
Control,Medium Value,214.1823906,246.1190148,72.14352319,80.76011397,No
Control,Low Value,206.3138335,243.5247334,,47.98418475,No
,Medium Value,106.3202717,150.8428672,73.67451996,,Yes
Treatment,Medium Value,,462.2274586,74.76633435,63.25835476,No
Control,,186.493113,218.7613539,61.47989413,57.26503891,Yes
Control,Medium Value,281.6505817,330.4222911,68.850574,83.21133184,No
Treatment,High Value,311.5707235,486.271866,73.72482453,66.77199585,
Treatment,,,164.54927,56.54169012,65.34032882,No
,High Value,236.6550101,360.5094783,,,Yes
Treatment,Medium Value,240.8128908,379.8792437,85.96659437,85.33849048,No
Treatment,Medium Value,226.7176433,,52.90383507,52.80179313,No
,Low Value,198.002454,242.2568562,69.98166247,76,No
Treatment,,,,55.58913919,59.09980452,No
Control,High Value,,,87.85027294,86.59101099,No
,High Value,297.8656739,355.4559276,95.18364523,100,
Control,Low Value,216.3047257,245.1445271,,67.60917823,
Treatment,High Value,254.213492,377.2236173,100,100,Yes
Control,,,161.0571474,,74.4034616,No
Control,Medium Value,301.2192042,369.6511697,26.7239039,65.31244037,No
Control,Low Value,194.0609845,223.0537467,54.92965164,,Yes
,,289.78015,348.7030105,84.60361885,100,No
Treatment,Medium Value,132.3555147,,78.15795272,78.14709463,Yes
Treatment,,147.1537354,231.9006477,51.37251104,62.5257952,Yes
Control,,337.2149536,404.4768527,77.19495342,92.18161991,No
Control,,178.4860874,202.8420571,65.42452828,55.43613827,Yes
Treatment,,140.5549671,215.1527336,100,100,Yes
,High Value,202.7927807,316.9745753,93.24150142,100,Yes
Treatment,High Value,198.1440132,305.9970443,100,100,Yes
Control,Low Value,231.4433001,281.0991071,51.66950614,50.25086604,No
Treatment,Medium Value,251.1710996,392.8915098,,,No
Control,Low Value,149.5805983,186.4776571,47.24511792,52.82376807,No
Control,Medium Value,203.3454617,,,52.7473426,Yes
Treatment,Medium Value,237.9276242,370.4984189,85.9936697,80.74505011,Yes
Control,Low Value,216.9114601,261.6308477,64.07219774,62.93849896,No
Treatment,Low Value,151.028302,229.9027429,40.160199,,No
Control,,174.2251873,208.0546233,80.8959159,67.63653519,Yes
Treatment,Medium Value,317.4667239,495.9677996,56.65211224,56.49393496,No
Control,,202.9490537,236.623485,70.24902619,86.96183222,Yes
Control,High Value,318.435795,388.5303185,100,100,No
Treatment,Medium Value,226.8312332,346.1804252,,100,No
Treatment,,249.5385929,387.3133725,67.50213503,,No
Treatment,Low Value,227.3301313,349.1632577,55.90939502,75.39290135,No
Treatment,Low Value,203.6275346,324.0513641,,54.85032404,Yes
Control,,223.0292475,255.6247718,70.13102187,85.71088785,Yes
,Medium Value,149.0255007,217.6539749,70.11724138,72.00411734,No
Treatment,High Value,238.1611438,361.2350847,86.98041194,100,Yes
Control,,214.070841,250.4294739,,88.44405209,Yes
Treatment,Low Value,178.0601875,274.0137477,62.88996713,,Yes
Treatment,,223.136258,331.8031401,73.83259937,77.04387183,Yes
Control,,248.0587718,295.4675136,100,100,No
Treatment,Low Value,223.3773371,335.0176482,54.84346557,46.0551321,Yes
,Medium Value,213.0110218,328.7712236,58.26338474,54.05432773,No
,,287.9397446,454.5689007,96.18532015,100,No
Treatment,,195.2186131,306.7817928,56.19220493,,Yes
Treatment,Low Value,,305.9375052,56.13101029,65.70457058,No
Treatment,,307.2300868,470.7724638,,76,
Control,High Value,177.0321202,225.8941771,84.8724071,91.53363689,No
Treatment,Low Value,185.314077,289.9116469,,46.82873784,No
Control,Low Value,110.8649454,133.4695218,,73.86064715,Yes
Control,Low Value,198.7029365,240.8503868,60.57042469,56.16807212,No
Control,High Value,229.3506289,275.1905875,98.47761612,,Yes
Control,High Value,245.4856674,294.5048574,86.58271516,100,Yes
Treatment,High Value,,287.6562443,96.40775817,100,
Treatment,,162.507636,251.7283646,50.55960666,,No
Treatment,Medium Value,220.9683855,337.9286094,,90.87328201,Yes
Control,Low Value,125.5258027,147.0819997,,57.51187092,Yes
Treatment,High Value,277.8885651,,100,100,
,Medium Value,149.5076593,235.5109199,81.89060837,100,Yes
Treatment,Medium Value,210.69593,317.6388606,77.0240501,70.47268733,No
Control,High Value,213.0155389,,81.19338985,,Yes
Control,Medium Value,,217.2615841,54.6544982,66.41563668,Yes
Treatment,,139.6031364,207.3844406,60.28391596,43.55259543,No
,High Value,243.8222237,291.6128732,79.20888031,75.08705999,
Control,,,181.5254496,100,94.38809582,Yes
Treatment,Medium Value,220.3048428,331.9988072,78.75884456,93.80117503,
Control,,197.7288657,242.1507582,93.11943489,99.76626934,No
Control,Medium Value,208.1810264,,67.52891793,67.06467566,No
Treatment,,132.188176,203.3567227,81.71975522,,Yes
Control,Medium Value,263.4999504,318.1750965,,86.85680136,Yes
Control,Medium Value,263.4822506,307.7158564,74.1673133,78.71754784,Yes
Control,,207.1947344,252.3023387,97.29327437,,No
Control,Low Value,323.8455439,388.9787903,58.13149986,55.03592045,Yes
Control,Low Value,228.4372657,290.0689543,,65.79789444,No
Control,,203.1477923,241.3306861,61.63509278,,Yes
Control,High Value,205.4569921,,90.04395646,73.81709488,No
Control,High Value,199.2849765,227.3444359,100,100,No
Treatment,Medium Value,184.6388794,277.4179809,,75.42338763,No
Treatment,Low Value,181.047969,286.5084699,55.68244743,62.32631556,Yes
Treatment,Medium Value,115.3678356,171.247014,99.63638548,99.76431868,No
Treatment,High Value,167.2666924,252.1095438,,90.59677759,Yes
Control,High Value,311.4958293,382.8801387,88.48082155,84.48468097,
Treatment,Low Value,238.8155128,373.5820315,54.11568947,58.44801579,Yes
Treatment,High Value,343.0313021,535.2127621,75.3611413,79.38022204,
,High Value,261.1626873,,,86.08948122,No
Control,High Value,295.9294394,354.1226797,97.26068972,91.61830028,No
Control,Low Value,139.0220977,154.2215999,,45.966155,
Control,,270.722815,322.3844441,92.76857988,100,No
,,126.2134949,143.9185789,,58.25734371,Yes
Treatment,Low Value,154.219361,244.0564038,48.78257543,,No
